date,time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,et0_fao_evapotranspiration,wind_speed_100m,wind_direction_100m,date_time,is_possible_ff,target
1970-01-01,00:00:00,52.4003,66.11684,41.4203,49.9093,0.0,0.0,6.203391,244.35904,1970-01-01,False,0
1970-01-01,00:00:00,51.860302,64.233444,40.1603,48.603252,0.0,5.23e-05,5.8333826,237.52882,1970-01-01,False,0
1970-01-01,00:00:00,46.820297,72.51155,38.4503,42.376534,0.0,0.000281596,7.024322,217.23491,1970-01-01,False,0
1970-01-01,00:00:00,45.2903,74.69349,37.7303,40.532745,0.0,0.000267884,7.8804655,214.59235,1970-01-01,False,0
1970-01-01,00:00:00,43.4003,78.0311,37.0103,38.138172,0.0,0.000259719,8.204028,205.8663,1970-01-01,False,0
1970-01-01,00:00:00,42.7703,78.53234,36.5603,37.245384,0.0,0.000288585,8.914382,197.52567,1970-01-01,False,0
1970-01-01,00:00:00,42.2303,79.046844,36.2003,36.631474,0.0,0.000266257,8.5475645,186.00891,1970-01-01,False,0
1970-01-01,00:00:00,40.8803,82.68284,36.0203,35.127594,0.0,0.000146389,8.249648,167.4712,1970-01-01,False,0
1970-01-01,00:00:00,39.8003,84.09555,35.3903,34.356007,0.0,0.0,7.245256,171.11942,1970-01-01,False,0
1970-01-01,00:00:00,39.2603,84.05998,34.8503,33.889393,0.0,0.0,5.8205,177.79745,1970-01-01,False,0
1970-01-01,00:00:00,38.6303,84.62341,34.4003,32.91637,0.0,0.0,5.236683,160.0168,1970-01-01,False,0
1970-01-01,00:00:00,40.5203,83.24869,35.8403,35.677452,0.0,0.00046832,3.2262473,123.690094,1970-01-01,False,0
1970-01-01,00:00:00,46.0103,73.19864,37.9103,42.387432,0.0,0.001854983,2.2145169,135.0001,1970-01-01,False,0
1970-01-01,00:00:00,50.060303,67.70463,39.8003,46.648415,0.0,0.004843043,2.5010421,79.69521,1970-01-01,False,0
1970-01-01,00:00:00,54.380302,61.066536,41.2403,51.348896,0.0,0.007488118,2.7670162,75.96373,1970-01-01,False,0
1970-01-01,00:00:00,58.7003,59.157402,44.4803,56.44389,0.0,0.009329302,2.916691,85.60138,1970-01-01,False,0
1970-01-01,00:00:00,62.3003,57.27128,47.000298,60.186745,0.0,0.010363013,4.5240526,98.530685,1970-01-01,False,0
1970-01-01,00:00:00,64.4603,51.319584,46.1003,62.067432,0.0,0.009786462,5.110945,113.198616,1970-01-01,False,0
1970-01-01,00:00:00,65.0903,47.53578,44.6603,62.913193,0.0,0.007345992,3.72311,122.73522,1970-01-01,False,0
1970-01-01,00:00:00,62.0303,64.18375,49.7903,60.980843,0.0,0.004030423,3.139779,85.91447,1970-01-01,False,0
1970-01-01,00:00:00,60.6803,56.851223,45.2903,58.795643,0.0,0.000797602,0.8065618,123.690094,1970-01-01,False,0
1970-01-01,00:00:00,57.5303,64.27754,45.5603,55.99099,0.0,0.0,0.8065618,326.3099,1970-01-01,False,0
1970-01-01,00:00:00,54.380302,69.62367,44.6603,52.503628,0.0,0.0,0.63271916,135.0001,1970-01-01,False,0
1970-01-01,00:00:00,51.320297,73.98772,43.310303,48.483612,0.0,0.0,1.2046614,111.801476,1970-01-01,False,0
1970-01-01,00:00:00,46.1903,81.62072,40.8803,41.214127,0.0,0.000271926,7.3037276,139.9698,1970-01-01,False,0
1970-01-01,00:00:00,45.8303,79.90188,39.9803,40.570736,0.0,0.000372408,10.627515,139.26799,1970-01-01,False,0
1970-01-01,00:00:00,45.3803,80.70937,39.8003,40.194057,0.0,0.000301459,9.574778,127.40543,1970-01-01,False,0
1970-01-01,00:00:00,46.1003,81.89889,40.8803,40.81758,0.0,0.000334698,12.088082,128.991,1970-01-01,False,0
1970-01-01,00:00:00,45.1103,86.52203,41.3303,40.361988,0.0,1.82e-05,11.811699,127.30403,1970-01-01,False,0
1970-01-01,00:00:00,44.3903,88.30812,41.1503,40.52733,0.0,0.0,7.4495792,131.34769,1970-01-01,False,0
1970-01-01,00:00:00,41.9603,92.626236,39.9803,37.764164,0.0,0.0,6.219504,142.3057,1970-01-01,False,0
1970-01-01,00:00:00,44.0303,91.09799,41.6003,39.264378,0.0,0.0,10.672153,146.97614,1970-01-01,False,0
1970-01-01,00:00:00,46.1003,91.80512,43.8503,41.98811,0.0,0.0,10.970427,140.79282,1970-01-01,False,0
1970-01-01,00:00:00,49.070297,90.36044,46.3703,45.121582,0.0,0.0,13.032325,129.42778,1970-01-01,False,0
1970-01-01,00:00:00,50.7803,89.216225,47.7203,47.347942,0.003937008,0.0,11.55687,137.35333,1970-01-01,False,0
1970-01-01,00:00:00,51.2303,88.63631,47.9903,47.563427,0.0,0.0010345,12.521206,138.62158,1970-01-01,False,0
1970-01-01,00:00:00,53.4803,84.67455,48.9803,50.750217,0.0,0.001725847,11.393337,136.5911,1970-01-01,False,0
1970-01-01,00:00:00,56.630302,77.826416,49.7903,53.87889,0.0,0.004469942,8.608818,155.43285,1970-01-01,False,0
1970-01-01,00:00:00,57.710304,75.107666,49.880302,56.378777,0.0,0.006679987,4.2561827,176.98727,1970-01-01,False,0
1970-01-01,00:00:00,58.9703,73.00142,50.3303,57.6544,0.0,0.009106584,3.963974,286.38962,1970-01-01,False,0
1970-01-01,00:00:00,58.880302,74.46884,50.7803,55.657295,0.0,0.008298973,10.282903,315.88132,1970-01-01,False,0
1970-01-01,00:00:00,56.000298,83.70788,51.140297,51.272125,0.0,0.005549445,16.343884,329.57428,1970-01-01,False,0
1970-01-01,00:00:00,56.270298,80.17517,50.2403,52.072983,0.0,0.005187764,13.17553,319.82083,1970-01-01,False,0
1970-01-01,00:00:00,55.640297,76.96118,48.5303,52.256783,0.0,0.003069334,10.31206,347.4712,1970-01-01,False,0
1970-01-01,00:00:00,53.750298,83.0009,48.7103,51.41689,0.0,0.000982795,7.8677554,345.17346,1970-01-01,False,0
1970-01-01,00:00:00,49.4303,88.2505,46.1003,46.622314,0.0,0.0,8.01895,337.01126,1970-01-01,False,0
1970-01-01,00:00:00,50.8703,82.52252,45.7403,48.480236,0.0,0.0,7.3379054,322.43134,1970-01-01,False,0
1970-01-01,00:00:00,51.0503,81.695595,45.6503,48.93669,0.0,0.0,6.3587484,309.28937,1970-01-01,False,0
1970-01-01,00:00:00,50.2403,82.478424,45.1103,48.29959,0.0,0.0,5.8547893,316.5481,1970-01-01,False,0
1970-01-01,00:00:00,50.1503,82.75453,45.1103,48.550316,0.0,0.0,4.1065865,330.64233,1970-01-01,False,0
1970-01-01,00:00:00,49.520298,84.427414,45.0203,48.239212,0.0,0.0,3.3255396,317.72638,1970-01-01,False,0
1970-01-01,00:00:00,49.250298,84.990074,44.930298,47.38046,0.0,0.0,5.1060476,298.8107,1970-01-01,False,0
1970-01-01,00:00:00,46.640297,86.90654,42.950302,43.470356,0.0,0.0,6.945516,284.93146,1970-01-01,False,0
1970-01-01,00:00:00,43.9403,88.90346,40.8803,40.11457,0.0,0.0,9.71229,298.92633,1970-01-01,False,0
1970-01-01,00:00:00,44.0303,90.1535,41.3303,40.25885,0.0,0.0,9.556468,302.57404,1970-01-01,False,0
1970-01-01,00:00:00,45.1103,88.343315,41.8703,41.59375,0.0,0.0,5.461213,304.9921,1970-01-01,False,0
1970-01-01,00:00:00,46.5503,85.70887,42.500298,43.455917,0.0,0.0,6.3350954,312.1375,1970-01-01,False,0
1970-01-01,00:00:00,46.0103,88.08229,42.680298,43.04264,0.0,0.0,5.8718586,310.36444,1970-01-01,False,0
1970-01-01,00:00:00,45.2903,88.35208,42.0503,42.428535,0.0,0.0,4.703023,272.72626,1970-01-01,False,0
1970-01-01,00:00:00,44.930298,85.9119,40.9703,41.67639,0.0,0.000326026,6.0852976,287.1028,1970-01-01,False,0
1970-01-01,00:00:00,46.4603,83.07169,41.6003,43.35364,0.0,0.001795315,4.740118,289.29013,1970-01-01,False,0
1970-01-01,00:00:00,49.340298,73.791725,41.3303,45.681328,0.0,0.004781787,4.124824,282.5288,1970-01-01,False,0
1970-01-01,00:00:00,51.770298,68.853546,41.8703,47.45905,0.0,0.00726718,6.5792146,305.31128,1970-01-01,False,0
1970-01-01,00:00:00,53.6603,64.459236,41.9603,48.5173,0.0,0.008840882,9.083983,322.00122,1970-01-01,False,0
1970-01-01,00:00:00,55.0103,63.962368,43.0403,49.858334,0.0,0.009281312,9.98915,325.954,1970-01-01,False,0
1970-01-01,00:00:00,55.7303,64.49464,43.9403,50.706085,0.0,0.008574303,10.485304,326.3099,1970-01-01,False,0
1970-01-01,00:00:00,55.640297,66.27829,44.5703,50.280807,0.0,0.006815554,12.26276,321.66663,1970-01-01,False,0
1970-01-01,00:00:00,55.1903,68.065414,44.8403,51.84323,0.0,0.003979144,7.618947,310.2363,1970-01-01,False,0
1970-01-01,00:00:00,50.4203,80.2642,44.5703,46.625584,0.0,0.00098344,10.943024,319.1447,1970-01-01,False,0
1970-01-01,00:00:00,48.5303,84.654915,44.1203,44.518394,0.0,9.17e-05,11.872971,317.29062,1970-01-01,False,0
1970-01-01,00:00:00,45.7403,90.84882,43.2203,42.088146,0.0,0.0,9.996662,310.46216,1970-01-01,False,0
1970-01-01,00:00:00,45.6503,92.74216,43.6703,41.513863,0.0,0.0,12.125282,307.5042,1970-01-01,False,0
1970-01-01,00:00:00,43.6703,95.6154,42.500298,39.855896,0.0,0.0,9.8529625,309.47244,1970-01-01,False,0
1970-01-01,00:00:00,44.1203,94.638504,42.680298,40.582787,0.0,0.0,7.5031257,296.56497,1970-01-01,False,0
1970-01-01,00:00:00,42.1403,95.91932,41.060303,37.848442,0.0,0.0,9.517114,293.55228,1970-01-01,False,0
1970-01-01,00:00:00,45.0203,91.4509,42.680298,41.77688,0.0,0.0,5.8547893,276.58185,1970-01-01,False,0
1970-01-01,00:00:00,42.7703,91.050064,40.3403,38.79079,0.0,0.0,8.2799225,271.54813,1970-01-01,False,0
1970-01-01,00:00:00,46.0103,85.67709,41.9603,42.985954,0.0,0.0,6.579214,287.81897,1970-01-01,False,0
1970-01-01,00:00:00,44.930298,86.813416,41.2403,41.467148,0.0,0.0,6.792528,287.24155,1970-01-01,False,0
1970-01-01,00:00:00,45.7403,88.068855,42.4103,42.7769,0.0,0.0,5.8075895,254.3577,1970-01-01,False,0
1970-01-01,00:00:00,44.5703,86.491844,40.7903,40.982002,0.0,0.0,6.3271914,224.9999,1970-01-01,False,0
1970-01-01,00:00:00,41.2403,87.84173,37.9103,36.75518,0.0,0.0,7.3854885,215.13428,1970-01-01,False,0
1970-01-01,00:00:00,39.1703,88.04822,35.9303,33.993774,0.0,0.0,8.408858,208.61037,1970-01-01,False,0
1970-01-01,00:00:00,39.8903,86.84158,36.2903,34.83463,0.0,0.000417478,8.003335,206.56499,1970-01-01,False,0
1970-01-01,00:00:00,45.3803,76.03162,38.2703,41.074806,0.0,0.001954078,8.23143,227.20262,1970-01-01,False,0
1970-01-01,00:00:00,48.9803,68.77531,39.1703,43.395462,0.0,0.004829786,9.986646,254.40712,1970-01-01,False,0
1970-01-01,00:00:00,53.3003,62.42907,40.7903,47.56761,0.0,0.007648738,10.7376,270.0,1970-01-01,False,0
1970-01-01,00:00:00,56.9903,53.09107,40.0703,51.39718,0.0,0.009991797,9.280181,285.3763,1970-01-01,False,0
1970-01-01,00:00:00,59.510303,45.6963,38.5403,53.80131,0.0,0.01103807,8.724299,292.6199,1970-01-01,False,0
1970-01-01,00:00:00,60.410297,44.411697,38.6303,54.59691,0.0,0.010449113,9.127948,287.1028,1970-01-01,False,0
1970-01-01,00:00:00,59.2403,50.185234,40.700302,53.4577,0.0,0.008265376,11.364753,280.20392,1970-01-01,False,0
1970-01-01,00:00:00,57.3503,59.177032,43.2203,53.43401,0.0,0.004585082,8.512365,266.98727,1970-01-01,False,0
1970-01-01,00:00:00,51.2303,72.46279,42.680298,47.19256,0.0,0.001268517,8.770067,275.85593,1970-01-01,False,0
1970-01-01,00:00:00,48.890297,73.74691,40.8803,44.78193,0.0,0.000327382,8.634936,286.55716,1970-01-01,False,0
1970-01-01,00:00:00,48.1703,72.90617,39.8903,44.191017,0.0,0.000197269,7.3820996,270.0,1970-01-01,False,0
1970-01-01,00:00:00,48.3503,69.431915,38.8103,44.296555,0.0,0.000232675,7.105777,241.8215,1970-01-01,False,0
1970-01-01,00:00:00,47.7203,66.010994,36.9203,43.320885,0.0,0.000320208,8.23143,222.79738,1970-01-01,False,0
1970-01-01,00:00:00,47.9903,57.048584,33.5003,43.02869,0.0,0.000564483,8.594274,218.65984,1970-01-01,False,0
1970-01-01,00:00:00,48.890297,48.228966,30.1703,43.56552,0.0,0.000704714,7.765322,221.49637,1970-01-01,False,0
1970-01-01,00:00:00,45.2003,57.687153,31.1603,39.710987,0.0,0.000618865,7.2590566,213.6901,1970-01-01,False,0
1970-01-01,00:00:00,42.4103,65.58997,31.7003,36.641205,0.0,0.000534066,7.609089,204.30453,1970-01-01,False,0
1970-01-01,00:00:00,42.3203,64.39721,31.1603,36.644592,0.0,0.000484264,6.8035703,207.40749,1970-01-01,False,0
1970-01-01,00:00:00,45.5603,53.087883,29.4503,40.416252,0.0,0.000299369,4.7559276,221.18582,1970-01-01,False,0
1970-01-01,00:00:00,40.5203,69.03161,31.1603,35.04505,0.0,0.000237498,4.302955,188.97255,1970-01-01,False,0
1970-01-01,00:00:00,38.4503,75.92357,31.5203,32.902306,0.0,9.09e-05,4.0016675,153.43501,1970-01-01,False,0
1970-01-01,00:00:00,41.5103,64.05866,30.2603,36.62462,0.0,0.0,2.5308766,135.0001,1970-01-01,False,0
1970-01-01,00:00:00,40.8803,65.63747,30.2603,36.512897,0.0,0.0,0.31635958,315.0001,1970-01-01,False,0
1970-01-01,00:00:00,40.7903,67.325096,30.8003,36.006084,0.0,0.000511445,1.7896,180.0,1970-01-01,False,0
1970-01-01,00:00:00,43.0403,68.33053,33.3203,38.088623,0.0,0.001926862,4.244409,161.56496,1970-01-01,False,0
1970-01-01,00:00:00,46.7303,63.57936,35.0303,42.1149,0.0,0.004412981,4.52958,122.90524,1970-01-01,False,0
1970-01-01,00:00:00,50.9603,59.336273,37.2803,46.98848,0.0,0.007098966,2.802953,28.610369,1970-01-01,False,0
1970-01-01,00:00:00,51.4103,65.53755,40.250298,45.59626,0.0,0.007819368,10.20229,344.7448,1970-01-01,False,0
1970-01-01,00:00:00,52.310303,64.73985,40.7903,47.682873,0.0,0.008447182,6.9921904,352.6477,1970-01-01,False,0
1970-01-01,00:00:00,53.0303,63.270027,40.8803,47.903145,0.0,0.00803845,8.562189,326.7251,1970-01-01,False,0
1970-01-01,00:00:00,52.9403,70.4271,43.5803,47.47115,0.0,0.006259329,12.51521,335.72556,1970-01-01,False,0
1970-01-01,00:00:00,52.9403,75.682236,45.4703,49.564804,0.0,0.003770211,8.01895,329.8587,1970-01-01,False,0
1970-01-01,00:00:00,48.8003,84.09284,44.2103,45.708244,0.0,0.000685164,7.9939504,342.072,1970-01-01,False,0
1970-01-01,00:00:00,46.1903,89.315186,43.2203,42.30466,0.0,0.0,10.362889,327.3391,1970-01-01,False,0
1970-01-01,00:00:00,45.8303,91.48029,43.4903,42.53772,0.0,0.0,8.880636,319.0857,1970-01-01,False,0
1970-01-01,00:00:00,49.880302,85.90255,45.8303,47.92666,0.0,0.0,4.220763,327.99466,1970-01-01,False,0
1970-01-01,00:00:00,47.5403,91.541855,45.2003,44.309307,0.0,0.0,3.3028908,61.69934,1970-01-01,False,0
1970-01-01,00:00:00,47.270298,91.53218,44.930298,43.892635,0.0,0.0,5.5340323,104.03627,1970-01-01,False,0
1970-01-01,00:00:00,47.7203,90.30566,45.0203,44.23299,0.0,0.0,6.331145,122.00535,1970-01-01,False,0
1970-01-01,00:00:00,47.630302,89.99354,44.8403,44.029823,0.003937008,0.0,7.5695267,124.159744,1970-01-01,False,0
1970-01-01,00:00:00,47.630302,90.30198,44.930298,44.051502,0.003937008,0.0,6.4872994,133.60289,1970-01-01,False,0
1970-01-01,00:00:00,46.1903,92.441055,44.1203,42.957104,0.0,0.0,3.5370073,124.69522,1970-01-01,False,0
1970-01-01,00:00:00,46.4603,91.50304,44.1203,43.26087,0.0,0.0,2.942314,98.74608,1970-01-01,False,0
1970-01-01,00:00:00,44.750298,92.714134,42.7703,41.12921,0.0,0.0,4.6062646,119.05451,1970-01-01,False,0
1970-01-01,00:00:00,44.5703,91.75155,42.3203,41.10578,0.0,0.0,4.6116934,165.96373,1970-01-01,False,0
1970-01-01,00:00:00,44.6603,90.80683,42.1403,41.371593,0.0,0.0,3.5370076,161.56496,1970-01-01,False,0
1970-01-01,00:00:00,45.1103,88.65013,41.9603,41.971832,0.0,0.0,1.8446774,194.03627,1970-01-01,False,0
1970-01-01,00:00:00,45.7403,88.37398,42.500298,42.901398,0.0,0.000444421,2.0008337,243.43501,1970-01-01,False,0
1970-01-01,00:00:00,48.890297,84.677376,44.4803,46.33785,0.0,0.001459898,1.8446774,194.03627,1970-01-01,False,0
1970-01-01,00:00:00,51.140297,82.82281,46.1003,49.590782,0.0,0.003294933,1.4323789,321.34018,1970-01-01,False,0
1970-01-01,00:00:00,53.4803,76.50922,46.2803,50.481575,0.0,0.006085828,5.605906,298.61035,1970-01-01,False,0
1970-01-01,00:00:00,53.6603,76.00695,46.2803,51.08685,0.0,0.005850935,4.4290338,315.0001,1970-01-01,False,0
1970-01-01,00:00:00,54.020298,72.99724,45.5603,50.695435,0.0,0.005715418,5.956472,325.71307,1970-01-01,False,0
1970-01-01,00:00:00,54.380302,72.04456,45.5603,50.750454,0.003937008,0.006140093,7.024322,322.76508,1970-01-01,False,0
1970-01-01,00:00:00,54.380302,71.55451,45.3803,49.979313,0.003937008,0.005341598,9.650264,314.06088,1970-01-01,False,0
1970-01-01,00:00:00,54.2003,74.01691,46.1003,50.69037,0.0,0.003282818,8.71282,330.8026,1970-01-01,False,0
1970-01-01,00:00:00,51.860302,77.68038,45.1103,47.511307,0.0,0.001585843,12.66229,327.99466,1970-01-01,False,0
1970-01-01,00:00:00,49.340298,84.70537,44.930298,46.34699,0.0,0.0,8.23143,317.2026,1970-01-01,False,0
1970-01-01,00:00:00,51.320297,74.75599,43.5803,49.03759,0.0,0.0,3.8094735,310.2363,1970-01-01,False,0
1970-01-01,00:00:00,48.2603,84.63805,43.8503,45.296696,0.0,0.0,6.7629957,304.21576,1970-01-01,False,0
1970-01-01,00:00:00,47.810303,89.69381,44.930298,45.10253,0.0,0.0,7.5164537,306.52896,1970-01-01,False,0
1970-01-01,00:00:00,50.060303,83.31591,45.2003,48.611607,0.0,0.0,3.407297,293.1986,1970-01-01,False,0
1970-01-01,00:00:00,48.1703,89.70935,45.2903,45.669434,0.0,0.0,0.63271916,135.0001,1970-01-01,False,0
1970-01-01,00:00:00,47.090298,90.90093,44.5703,43.866135,0.0,0.0,2.4196854,123.6901,1970-01-01,False,0
1970-01-01,00:00:00,46.5503,90.25779,43.8503,42.71947,0.0,0.0,5.0617533,135.0001,1970-01-01,False,0
1970-01-01,00:00:00,46.1003,89.928955,43.310303,41.78951,0.0,0.0,6.651079,132.27362,1970-01-01,False,0
1970-01-01,00:00:00,46.9103,89.65484,44.0303,42.840187,0.003937008,0.0,9.678741,146.3099,1970-01-01,False,0
1970-01-01,00:00:00,47.1803,86.636894,43.4003,41.639618,0.0,0.000259695,16.52657,140.49236,1970-01-01,False,0
1970-01-01,00:00:00,47.000298,86.328835,43.1303,41.790985,0.03937008,0.000205703,14.18512,142.04572,1970-01-01,False,0
1970-01-01,00:00:00,47.360302,87.54544,43.8503,41.743477,0.011811025,0.000237435,14.416072,138.14505,1970-01-01,False,0
1970-01-01,00:00:00,47.5403,87.8559,44.1203,43.110516,0.07086614,2.82e-05,9.174428,135.0001,1970-01-01,False,0
1970-01-01,00:00:00,47.9003,86.97453,44.2103,45.744324,0.023622049,0.000644792,5.7295156,321.34018,1970-01-01,False,0
1970-01-01,00:00:00,50.060303,80.51188,44.3003,47.374966,0.015748031,0.001470786,8.632038,301.21835,1970-01-01,False,0
1970-01-01,00:00:00,51.770298,84.28267,47.1803,47.750843,0.0,0.002090118,13.302158,312.27362,1970-01-01,False,0
1970-01-01,00:00:00,53.2103,76.22489,45.9203,47.660778,0.0,0.004277073,14.5405,329.48984,1970-01-01,False,0
1970-01-01,00:00:00,54.4703,73.541435,46.1903,48.599396,0.003937008,0.007000285,14.506043,340.1678,1970-01-01,False,0
1970-01-01,00:00:00,55.2803,69.48571,45.4703,49.562916,0.0,0.007911488,12.945641,341.87805,1970-01-01,False,0
1970-01-01,00:00:00,55.2803,66.46281,44.3003,49.011116,0.0,0.008415099,14.218594,347.27563,1970-01-01,False,0
1970-01-01,00:00:00,53.6603,67.65526,43.2203,47.074444,0.0,0.00605477,15.047878,348.85715,1970-01-01,False,0
1970-01-01,00:00:00,52.7603,65.702705,41.6003,46.175407,0.0,0.004362276,15.514527,354.2073,1970-01-01,False,0
