date,time,Severity,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,forest_fire
1/15/20,14:00:00,0,-0.039000001,84.18622589,0,931.5752563,29.10000038,3.545588732,1.010999918,5.410999775,0.340000004,0.342000008,N
1/15/20,16:00:00,0,0.31099999,90.64718628,0,931.2277832,33,2.811689854,0.911000013,4.960999966,0.338999987,0.342000008,N
1/15/20,18:00:00,0,5.56099987,57.22745895,0,931.6348267,41.09999847,3.617955208,3.710999966,4.761000156,0.338999987,0.342000008,N
1/15/20,20:00:00,0,8.111000061,49.66333389,0,929.9185181,29.40000153,6.193674088,6.660999775,5.011000156,0.338,0.342000008,N
1/15/20,22:00:00,0,8.661000252,48.19978333,0,928.5234985,42.60000229,8.699792862,8.111000061,5.511000156,0.335999995,0.340999991,N
1/16/20,0:00:00,0,7.410999775,60.93307114,0,928.1588745,37.5,10.43999958,8.411000252,6.111000061,0.333999991,0.340000004,N
1/16/20,2:00:00,0,4.910999775,75.06105804,0,927.9682007,29.40000153,6.792466164,6.611000061,6.361000061,0.333999991,0.340000004,N
1/16/20,4:00:00,0,2.911000013,85.76241302,0,927.3674316,28.80000114,4.213691711,4.81099987,6.361000061,0.333999991,0.340000004,N
1/16/20,6:00:00,0,2.210999966,91.44086456,0,927.3378906,43.5,6.109402657,3.81099987,6.160999775,0.333999991,0.340000004,N
1/16/20,8:00:00,0,3.210999966,99.6473465,0,927.0928955,100,11.52562332,3.911000013,5.960999966,0.333999991,0.340000004,N
1/16/20,10:00:00,0,3.260999918,99.64749146,0,926.5599365,100,11.440979,4.06099987,5.81099987,0.333999991,0.340000004,N
1/16/20,12:00:00,0,3.460999966,91.85030365,0,925.0674438,68.40000153,10.30883121,4.210999966,5.56099987,0.338,0.342000008,N
1/16/20,14:00:00,0,1.81099999,94.76667786,0,923.5648804,75.59999847,9.504273415,3.56099987,5.460999966,0.338,0.342000008,N
1/16/20,16:00:00,0,3.010999918,96.51715088,0.200000003,923.1054077,100,15.59676743,3.661000013,5.31099987,0.338999987,0.342000008,N
1/16/20,18:00:00,0,4.160999775,98.26107025,0.600000024,922.9017944,100,24.13074303,4.410999775,5.261000156,0.349000007,0.342000008,N
1/16/20,20:00:00,0,3.111000061,100,5.699999809,924.0488892,100,15.69616508,5.011000156,5.361000061,0.433999985,0.347000003,N
1/16/20,22:00:00,0,2.611000061,99.29237366,0.5,924.4460449,100,15.27350521,4.460999966,5.361000061,0.421999991,0.360000014,N
