latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
37.34842,-121.71416,341.5,0.43,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,307.8,9.1,D
37.36856,-121.54446,341.8,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,302,3.2,D
37.34457,-121.71069,367,0.43,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,307.5,9.1,D
37.35366,-121.50486,345,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,306.7,7.1,D
37.35344,-121.50994,331.7,0.44,0.62,8/21/20,2154,1,VIIRS,l,2.0NRT,303.7,4.9,D
37.34513,-121.69815,339,0.43,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,308.5,3.4,D
37.34494,-121.70235,335.1,0.43,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,305,3.4,D
37.34475,-121.70654,338.3,0.43,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,304.8,9.1,D
37.36945,-121.54119,337.2,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,299.9,6.8,D
37.37408,-121.56702,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,304.9,27.2,D
37.3737,-121.57558,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,308.3,16.5,D
37.37454,-121.55693,335,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,299.9,20.5,D
37.37429,-121.56239,354.6,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,310.8,27.2,D
37.37389,-121.57136,342.2,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,303,16.5,D
37.37349,-121.58017,353.7,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,308.1,22.6,D
37.37228,-121.60703,334.8,0.44,0.62,8/21/20,2154,1,VIIRS,l,2.0NRT,306.2,4,D
37.36713,-121.71945,342,0.43,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,307.7,3.8,D
37.36694,-121.72338,334.5,0.43,0.62,8/21/20,2154,1,VIIRS,l,2.0NRT,308.8,3.8,D
37.37846,-121.59813,336.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,302.9,7.9,D
37.37821,-121.60354,343.6,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,305,4,D
37.38865,-121.50092,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,299.9,8.6,D
37.38395,-121.60431,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,306.5,14.4,D
37.38842,-121.50598,342,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,300,8.6,D
37.38453,-121.5917,343.5,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,302.4,16.5,D
37.38424,-121.59797,354.6,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,309.2,16.5,D
37.38969,-121.60502,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,303.5,14.4,D
37.39,-121.59824,353.8,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,302.9,16.5,D
37.40232,-121.58182,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,302.2,74.1,D
37.40314,-121.56419,336.4,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,294.3,3.8,D
37.40293,-121.56868,334,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,296.7,3.8,D
37.40273,-121.57305,341.3,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,298.8,7.6,D
37.40253,-121.57738,353.7,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,300,7.6,D
37.40209,-121.58675,342.7,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,313.1,74.1,D
37.40808,-121.58209,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,311.1,212.5,D
37.40784,-121.58736,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,359.2,212.5,D
37.40751,-121.59429,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,350.9,150,D
37.40849,-121.5735,336.3,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,299.3,22.6,D
37.4083,-121.57758,352.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,300.4,22.6,D
37.41386,-121.58233,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,305.1,212.5,D
37.41264,-121.60784,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,311.4,29.1,D
37.41328,-121.59448,352.6,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,317.3,150,D
37.41293,-121.60183,352.7,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,317.4,150,D
37.41936,-121.5882,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,306.4,19.1,D
37.41906,-121.59457,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,314.1,29.6,D
37.41842,-121.60783,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,311.9,18.1,D
37.41874,-121.60122,354.8,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,316.6,29.6,D
37.42729,-121.54293,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,298.7,10.2,D
37.42511,-121.58875,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,305.2,19.1,D
37.42479,-121.5955,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,310.3,29.6,D
37.42415,-121.60865,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,312.3,18.1,D
37.42751,-121.53845,332.5,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,296.9,10.2,D
37.42709,-121.54727,351.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,303,13.7,D
37.42689,-121.55151,336.5,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,299.6,13.7,D
37.42447,-121.60198,354.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,324.1,29.6,D
37.41852,-121.72457,341.3,0.43,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,306.3,5.2,D
37.43354,-121.53358,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,297.9,42.8,D
37.43307,-121.54328,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,342.1,170,D
37.43285,-121.54796,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,360,186.1,D
37.43262,-121.55263,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,328.5,186.1,D
37.4324,-121.55736,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,306.3,30.1,D
37.43175,-121.57092,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,306.2,26,D
37.43157,-121.57476,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,308.7,103.9,D
37.43089,-121.58894,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,304.6,41.7,D
37.43377,-121.52852,330.2,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,296.4,42.8,D
37.43217,-121.56216,353.7,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,313.4,30.1,D
37.43195,-121.56662,353.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,304.2,26,D
37.43054,-121.59604,346.2,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,304.3,7.2,D
37.4302,-121.60294,343.9,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,307,7.2,D
37.42806,-121.64708,348.9,0.43,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,310,6.4,D
37.4333,-121.53852,367,0.44,0.62,8/21/20,2154,1,VIIRS,l,2.0NRT,325.1,170,D
37.43814,-121.55819,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,314.4,30.1,D
37.43793,-121.56268,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,310.6,30.1,D
37.43756,-121.5705,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,312.5,26,D
37.43737,-121.57446,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,313.9,103.9,D
37.43716,-121.57865,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,334.5,103.9,D
37.43606,-121.6013,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,305.2,7.2,D
37.43539,-121.61496,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,308,28.9,D
37.43912,-121.53799,348.3,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,298,170,D
37.43888,-121.54286,352.3,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,312.3,170,D
37.43838,-121.55337,346,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,318.3,186.1,D
37.43774,-121.56657,355,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,309.3,26,D
37.43695,-121.58318,346.2,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,306.2,41.7,D
37.43514,-121.61997,353.8,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,316.2,15.2,D
37.43492,-121.62459,345.7,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,313,15.2,D
37.44399,-121.55712,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,306.1,14.1,D
37.44377,-121.56177,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,310.9,14.1,D
37.44068,-121.62476,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,310,6.9,D
37.44423,-121.55221,354,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,300.5,13.4,D
37.44356,-121.56612,355.9,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,308.6,10.4,D
37.44335,-121.57047,355.5,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,308.9,10.4,D
37.44313,-121.575,349.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,308,9.2,D
37.44289,-121.57972,348.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,305,9.2,D
37.4422,-121.59402,353.4,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,306.4,9.6,D
37.44095,-121.61926,345.3,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,308,6.9,D
37.44957,-121.56153,344.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,301.5,14.1,D
37.44934,-121.56616,336.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,302.3,10.4,D
37.44447,-121.55795,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,305,13,D
37.44427,-121.56258,367,0.44,0.62,8/21/20,2154,1,VIIRS,h,2.0NRT,310.5,13,D
37.44468,-121.55309,345.2,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,299.5,10.6,D
37.44408,-121.56695,355.5,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,307.7,14,D
37.44389,-121.57134,353.2,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,307.7,14,D
37.44369,-121.57603,347.3,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,306.4,6.9,D
37.44348,-121.58086,343.7,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,304.1,6.9,D
37.44307,-121.59044,335,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,304.5,10.2,D
37.44287,-121.59507,354.4,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,306.6,8.8,D
37.44154,-121.62593,345.2,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,306.4,9.6,D
37.45006,-121.56248,333.1,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,300.4,13,D
37.47014,-121.63146,335.7,0.44,0.62,8/21/20,2154,1,VIIRS,l,2.0NRT,306.5,4.1,D
37.47641,-121.62041,347.4,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,302.5,4.3,D
37.47613,-121.62661,338.4,0.44,0.62,8/21/20,2154,1,VIIRS,n,2.0NRT,304.3,4.3,D
37.1661,-121.26545,305.9,0.49,0.41,8/22/20,1012,1,VIIRS,n,2.0NRT,290.7,2.8,N
37.16193,-121.24408,312.8,0.49,0.41,8/22/20,1012,1,VIIRS,n,2.0NRT,292.4,5.7,N
37.18869,-121.40115,336.3,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,293.7,2.4,N
37.1876,-121.39551,322.1,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,293.3,1.4,N
37.15614,-121.23425,329.1,0.5,0.41,8/22/20,1012,1,VIIRS,n,2.0NRT,292.2,23.1,N
37.18981,-121.40688,315.2,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,292.6,2.4,N
37.18655,-121.39005,305.4,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.9,1.4,N
37.16142,-121.2612,301.7,0.49,0.41,8/22/20,1012,1,VIIRS,n,2.0NRT,290.1,2.8,N
37.18399,-121.39665,345.9,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,300,10.4,N
37.18509,-121.40227,318,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,292.5,8.7,N
37.18293,-121.39119,308.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,292.1,10.4,N
37.18189,-121.38583,304,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.8,1.3,N
37.1694,-121.32178,301.8,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,288,1.3,N
37.16837,-121.3165,302.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,288.6,1.3,N
37.18039,-121.3978,348,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,301.3,10.4,N
37.16474,-121.31756,323.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.8,1.3,N
37.17932,-121.39231,308.1,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,292.7,10.4,N
37.17828,-121.38699,303,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.2,1.3,N
37.16579,-121.32297,303.3,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,289.3,1.3,N
37.16369,-121.31225,302.9,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,290.5,2.4,N
37.17678,-121.39898,345.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,299,6.4,N
37.16217,-121.32412,338.8,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,293.8,38.3,N
37.16109,-121.31864,354.4,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,302.8,38.3,N
37.16004,-121.31323,350.4,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,295.6,5.7,N
37.17572,-121.39349,314.8,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,292.6,6.4,N
37.17469,-121.38823,304.8,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,292.5,1.4,N
37.16325,-121.32965,302.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,287.8,2.1,N
37.159,-121.30791,317.2,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.6,5.7,N
37.17211,-121.39463,336.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,293.4,6.4,N
37.15961,-121.33069,321.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,290.8,2.1,N
37.15854,-121.3252,339.9,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,317.4,38.3,N
37.17318,-121.40016,316.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,290.7,6.4,N
37.1711,-121.38944,309.8,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,293.6,1.4,N
37.17008,-121.38424,306.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,292.2,1.4,N
37.16373,-121.35178,300.3,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,288,1.7,N
37.16065,-121.336,302.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,288.3,2.1,N
37.15745,-121.31966,305.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,289.6,38.3,N
37.15534,-121.30888,314.3,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,289.3,5.7,N
37.15322,-121.29807,307,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,288.1,1.9,N
37.1685,-121.39579,333.1,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.3,4.8,N
37.16748,-121.39056,349.3,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,298.5,6.1,N
37.16115,-121.3582,327.6,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,290.5,1.7,N
37.15804,-121.34229,331.2,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,290.4,3.9,N
37.15701,-121.33704,339.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.8,11.4,N
37.15596,-121.3317,352.6,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,298.5,11.4,N
37.15489,-121.32623,328.1,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,293.8,14,N
37.16646,-121.38533,308.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.6,6.1,N
37.16223,-121.36371,303.2,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,289.7,1.7,N
37.16009,-121.35279,303.5,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,287.6,1.7,N
37.15907,-121.34753,305.1,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,287.3,3.9,N
37.16386,-121.39167,329.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.5,6.1,N
37.16284,-121.38642,342,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,295.9,6.1,N
37.15439,-121.3433,350.8,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,289.9,3.9,N
37.15336,-121.33805,342,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.3,11.4,N
37.15232,-121.33274,328,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,289.3,11.4,N
37.1618,-121.3811,316.4,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,292,2,N
37.16074,-121.3757,306,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.7,2,N
37.15859,-121.36473,311.8,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,289.7,1.7,N
37.15752,-121.35922,301.4,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,287.4,1.7,N
37.15542,-121.34852,299.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,286,3.9,N
37.15922,-121.38754,331.1,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,290.6,3.8,N
37.1571,-121.37671,341.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,293.2,4.3,N
37.15816,-121.38215,306.1,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,290.2,4.3,N
37.15603,-121.37122,304.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,290.8,1.5,N
37.15495,-121.36574,302.3,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,287.7,1.5,N
37.15347,-121.37773,333.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,291.3,4.3,N
37.15239,-121.37225,315.3,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,289.2,1.5,N
37.14876,-121.37328,309.7,0.49,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,287.3,1.1,N
37.18586,-121.68021,299.8,0.47,0.4,8/22/20,1012,1,VIIRS,n,2.0NRT,284.3,0.7,N
37.21274,-122.18201,309,0.45,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,290.3,0.9,N
37.20833,-122.17828,301.6,0.45,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,290.6,1,N
37.20394,-122.17463,308.2,0.45,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.7,0.8,N
37.203,-122.16962,302.4,0.45,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.4,0.8,N
37.19858,-122.16586,334.4,0.45,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,294.3,2.5,N
37.19954,-122.17097,311.7,0.45,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.1,1.7,N
37.1951,-122.16707,306.5,0.45,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.3,2.5,N
37.1886,-122.15228,307.1,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.3,1.1,N
37.1851,-122.15337,305.7,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.8,1.1,N
37.1841,-122.14809,313.9,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.2,1.1,N
37.18061,-122.14925,311.6,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.7,1.5,N
37.17962,-122.14401,313,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.6,1.5,N
37.16811,-122.14206,314.3,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.7,1.9,N
37.16402,-122.15952,304.1,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.1,1.1,N
37.16307,-122.1546,308.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.2,1.8,N
37.15955,-122.15557,309.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.8,2.1,N
37.15762,-122.14541,314,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,294.1,4.3,N
37.1566,-122.14012,317,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.7,4.3,N
37.1541,-122.14645,346.2,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,296.7,4.3,N
37.1531,-122.14121,330,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.4,4.3,N
37.15211,-122.13601,324.3,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,290.7,2,N
37.15059,-122.14745,317.2,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.6,1.7,N
37.14959,-122.14225,301.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,290.8,1.7,N
37.14609,-122.14336,318.3,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.9,1.7,N
37.1451,-122.13818,311.3,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.8,1.1,N
37.14159,-122.13923,326.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,294.2,3.8,N
37.14061,-122.13414,333.7,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.7,3.8,N
37.14257,-122.14439,304.3,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.8,2.5,N
37.13906,-122.14543,332,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.7,2.5,N
37.13808,-122.14034,331.2,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,294.1,3.8,N
37.13711,-122.13525,330,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,294.8,3.8,N
37.06105,-122.11881,308.6,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.8,1.4,N
37.06201,-122.12389,314.4,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.6,2.2,N
37.06356,-122.11251,319.9,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,294.7,1.4,N
37.06456,-122.11773,305.7,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.4,1.4,N
37.06705,-122.11126,336.4,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,295.5,6.6,N
37.07257,-122.12072,309.2,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.5,1.5,N
37.07053,-122.11,342.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,294.7,6.6,N
37.07605,-122.11947,304.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.6,1.5,N
37.07404,-122.10891,337.8,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,297.4,4.9,N
37.07505,-122.11422,328.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.4,4.9,N
37.07857,-122.11314,309.4,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.5,4.9,N
37.07755,-122.10781,324.9,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,294.5,4.9,N
37.08304,-122.11714,308.2,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.8,1.4,N
37.08505,-122.12775,304.6,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.3,1.3,N
37.08655,-122.11601,305.9,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.2,1.4,N
37.08554,-122.11071,320.7,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.9,2.5,N
37.09003,-122.11478,315.9,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.7,1.8,N
37.10494,-122.11496,330.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,293.2,2.1,N
37.10842,-122.1137,305.4,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291,2.1,N
37.11289,-122.11769,306.6,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.2,1.3,N
37.11389,-122.12305,311.3,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.8,1.3,N
37.11837,-122.1271,313.8,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.7,1.4,N
37.11219,-122.12164,313.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.8,1.6,N
37.11669,-122.12571,314.8,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.5,1.6,N
37.12119,-122.12974,304.8,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,292.3,0.8,N
37.12911,-122.13233,305,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.2,2.2,N
37.13359,-122.13629,314.5,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,291.9,1.8,N
37.02462,-122.12296,321.2,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,284.7,1.5,N
37.03706,-122.18785,309.9,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,290.4,1.4,N
37.03352,-122.18872,308.3,0.46,0.39,8/22/20,1012,1,VIIRS,n,2.0NRT,289.9,1.6,N
