latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
37.3459,-121.67442,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,297.7,5.8,N
37.34558,-121.66927,334.5,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,296.1,5.8,N
37.34525,-121.66383,320.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295,1.6,N
37.3434,-121.63316,342.7,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294,27.8,N
37.34314,-121.62888,341.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,305,27.8,N
37.3429,-121.62488,331.1,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,296.8,7.6,N
37.34266,-121.62092,320.3,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,296,7.6,N
37.34241,-121.61683,323.3,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,297.6,2,N
37.34081,-121.59063,324,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295.7,3.6,N
37.34059,-121.58701,325.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,297.1,6.5,N
37.34036,-121.58324,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,296.8,6.5,N
37.34013,-121.57932,354.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295.5,5.1,N
37.34669,-121.68762,318.4,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,290.2,5.8,N
37.34494,-121.65851,310.7,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.7,1.6,N
37.34461,-121.65315,304.2,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.3,3.1,N
37.34397,-121.64254,304.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,291.5,2,N
37.34368,-121.63773,309.7,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.3,2,N
37.34216,-121.61272,319.1,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295,2,N
37.34191,-121.60867,309.6,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,293.7,2.1,N
37.34167,-121.60473,310.7,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,293.9,2.1,N
37.34145,-121.6011,306.5,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294,2.7,N
37.34124,-121.59766,313.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294.4,2.7,N
37.34103,-121.59417,319.5,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295.4,3.6,N
37.33987,-121.57516,301.1,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,290.8,5.1,N
37.34099,-121.68407,353.5,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.3,11.7,N
37.34074,-121.67983,353.5,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,298.4,11.7,N
37.34015,-121.67004,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,297.9,9,N
37.33982,-121.66457,343.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,297.9,10.5,N
37.33948,-121.65887,323.4,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294.8,10.5,N
37.33728,-121.62239,329.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295.9,8.4,N
37.337,-121.61768,328.5,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,297.6,6,N
37.33674,-121.61337,322.6,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,297.2,6,N
37.33647,-121.60902,328.1,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,296.4,3.1,N
37.33621,-121.60471,320.2,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294.2,3.1,N
37.33556,-121.59391,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,297.5,5.5,N
37.33535,-121.59045,334.3,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,298.1,5.5,N
37.33514,-121.58696,346.2,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,296.4,6.1,N
37.32179,-121.37055,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,305.3,13.7,N
37.34046,-121.67509,310,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,293,9,N
37.33913,-121.65299,317.7,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.8,6.4,N
37.33881,-121.64767,313.3,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.4,6.4,N
37.33853,-121.64309,307.7,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,291.8,7.1,N
37.33828,-121.63898,310,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.9,7.1,N
37.33805,-121.63509,309.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,293.7,5.3,N
37.33782,-121.63123,317.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295,5.3,N
37.33756,-121.62708,313.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294.2,8.4,N
37.33492,-121.58335,315.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,293.1,6.1,N
37.33469,-121.57967,312.1,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.9,1.9,N
37.32202,-121.37421,306.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.6,13.7,N
37.32155,-121.36668,317.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.4,13.1,N
37.33557,-121.68504,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,291.7,11.7,N
37.3353,-121.68042,351.3,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,299.2,11.7,N
37.33474,-121.67117,325,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.3,9,N
37.33443,-121.66599,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,298.3,10.5,N
37.3341,-121.66049,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,300.7,10.5,N
37.33377,-121.65496,353.2,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,298.4,6.4,N
37.33347,-121.64988,354.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,299.1,6.4,N
37.33319,-121.64525,349.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,296.7,7.1,N
37.33293,-121.64093,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,302.2,7.1,N
37.33268,-121.63667,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,302.4,5.3,N
37.33239,-121.63191,335.4,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,298.1,5.3,N
37.33176,-121.62144,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,296.9,8.4,N
37.33149,-121.61687,344.5,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,299.5,6,N
37.33099,-121.60862,332.7,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295.7,3.1,N
37.33075,-121.6047,321.2,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294.7,3.1,N
37.33053,-121.601,321.5,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294.5,5.2,N
37.33031,-121.5974,321.3,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294.7,5.2,N
37.3301,-121.59394,324.2,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,294.6,5.5,N
37.3299,-121.59054,341.6,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,297.3,5.5,N
37.33123,-121.61269,316.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295.2,6,N
37.32874,-121.6624,351.6,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.7,5.1,N
37.32844,-121.65736,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,295.8,15,N
37.32815,-121.65251,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,297.9,15,N
37.32787,-121.64776,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,304.5,15,N
37.32758,-121.64294,338.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,296.5,15,N
37.32631,-121.62168,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,290.7,8.9,N
37.32604,-121.61712,351.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.5,8,N
37.32579,-121.61294,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,298,8,N
37.32554,-121.60877,342.1,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295.2,6.7,N
37.32529,-121.6047,331.9,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,296.6,6.7,N
37.32485,-121.59733,343.3,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295,7.9,N
37.32465,-121.59384,326.7,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,295.1,5.6,N
37.32905,-121.66756,305.6,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,289.8,5.1,N
37.32507,-121.60091,312.6,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,293.5,7.9,N
37.32039,-121.61403,334.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.3,8,N
37.32012,-121.60943,320.4,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,291.8,6.7,N
37.31985,-121.60485,335.8,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,293.2,6.7,N
37.31961,-121.60085,367,0.38,0.59,8/20/20,906,1,VIIRS,h,2.0NRT,301.7,7.9,N
37.31939,-121.59718,303.6,0.38,0.59,8/20/20,906,1,VIIRS,n,2.0NRT,292.4,7.9,N
37.3008,-121.3798,346.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.6,3.9,N
37.30057,-121.37605,323.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.4,3.3,N
37.29552,-121.38175,320.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.2,3.9,N
37.29528,-121.37786,308.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.2,3.3,N
37.29485,-121.37069,310.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.4,1.5,N
37.29462,-121.36698,311.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.2,1.5,N
37.29439,-121.3632,308.8,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.2,1.2,N
37.29416,-121.35946,306.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.4,1.2,N
37.29394,-121.35578,307.8,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.4,2.3,N
37.28934,-121.36887,339.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.6,15.6,N
37.28913,-121.36537,343.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.6,5.7,N
37.28891,-121.36179,320,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.7,5.7,N
37.28868,-121.35806,314.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.9,1.8,N
37.28845,-121.35426,313.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.6,1.8,N
37.28822,-121.3504,308.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.2,1.5,N
37.28429,-121.37429,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,303.2,15.6,N
37.28405,-121.37047,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,301.3,15.6,N
37.28382,-121.36667,353.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,299.4,5.7,N
37.28359,-121.36293,325.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.8,5.7,N
37.28337,-121.35915,321.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296,1.8,N
37.28453,-121.37831,315.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.3,10.7,N
37.28313,-121.3553,312,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.4,1.8,N
37.28288,-121.35119,308.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.8,1.5,N
37.28261,-121.34674,308.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.1,1.5,N
37.27711,-121.25677,307.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295,2.3,N
37.27873,-121.37163,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,297.8,10.7,N
37.27848,-121.36742,351.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,303.3,10.5,N
37.27823,-121.36335,323.9,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.4,10.5,N
37.278,-121.3596,321.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.4,3.8,N
37.27778,-121.35589,324.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.9,3.8,N
37.27898,-121.37582,308.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.7,10.7,N
37.27754,-121.35181,314.9,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.7,2.2,N
37.27725,-121.34705,309.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.6,2.2,N
37.27329,-121.3707,336.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.5,10.7,N
37.27305,-121.3667,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,300.6,10.5,N
37.27282,-121.36302,336.9,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.8,10.5,N
37.27262,-121.35958,334.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297.2,3.8,N
37.27242,-121.35623,337.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.9,3.8,N
37.27219,-121.35252,329.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.8,2.2,N
37.27192,-121.34793,317.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.9,2.2,N
37.27162,-121.34301,306.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.3,3.1,N
37.26785,-121.36988,332.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.5,4.6,N
37.26743,-121.36273,321.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.1,3.3,N
37.26723,-121.35951,332.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.4,12.9,N
37.26704,-121.35635,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,301.4,12.9,N
37.26683,-121.35287,355.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,299.5,9.6,N
37.26658,-121.34872,322.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.7,9.6,N
37.26763,-121.36619,318.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295,3.3,N
37.26632,-121.34427,311.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.8,3.8,N
37.25587,-121.34963,313.9,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,292.5,3.9,N
37.25563,-121.3457,316.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.6,3,N
37.25539,-121.34141,309.9,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.4,3,N
37.25512,-121.33691,307.9,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.1,2,N
37.25484,-121.33228,306.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.8,2,N
37.25051,-121.35004,342.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293,3.9,N
37.25029,-121.34619,345.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.7,3,N
37.25004,-121.34199,324.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.5,3,N
37.24442,-121.33791,310.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.7,3.8,N
37.23905,-121.33809,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,296.8,3.8,N
37.23878,-121.33339,321,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.2,3.8,N
37.23933,-121.34277,316.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.5,4.3,N
37.23851,-121.32867,307.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.5,2.9,N
37.23692,-121.3017,310.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.5,3.3,N
37.23668,-121.29759,309.5,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.4,1.9,N
37.2364,-121.29292,310.6,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.8,1.9,N
37.23373,-121.24767,312.8,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.3,2.3,N
37.23348,-121.24349,317,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.5,2.3,N
37.23323,-121.23924,312.2,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.9,1.8,N
37.23295,-121.23454,312.7,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.9,1.8,N
37.23343,-121.33372,353.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,298.2,5.7,N
37.23317,-121.32929,328.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297.9,4.7,N
37.22795,-121.24057,347.3,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297.8,8.8,N
37.2277,-121.23628,349.8,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,299.1,8.8,N
37.22743,-121.23167,345.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297.9,7.1,N
37.23368,-121.33822,319.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.5,5.7,N
37.23291,-121.32485,307.8,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295,4.7,N
37.23267,-121.32068,310.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.5,3.5,N
37.23245,-121.31696,313.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295,3.5,N
37.23223,-121.31335,316.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.3,5.6,N
37.23202,-121.30975,312.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295,5.6,N
37.23181,-121.30607,313.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.7,7.1,N
37.23158,-121.30221,317.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.5,7.1,N
37.23132,-121.29782,310.3,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.3,3.6,N
37.2282,-121.24471,319.2,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.7,2.7,N
37.22717,-121.2272,316.5,0.36,0.57,8/20/20,906,1,VIIRS,n,2.0NRT,296.6,7.1,N
37.22692,-121.22296,314.7,0.36,0.57,8/20/20,906,1,VIIRS,n,2.0NRT,296.1,5.1,N
37.22807,-121.33406,355.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.5,5.7,N
37.22783,-121.32987,338.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297,4.7,N
37.22758,-121.32573,344.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296,4.7,N
37.22735,-121.32172,343.9,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297.2,3.5,N
37.22713,-121.31792,337.8,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,298.1,3.5,N
37.22691,-121.31422,340.9,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,298.6,5.6,N
37.22669,-121.31044,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,300.9,5.6,N
37.22646,-121.30653,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,301.1,7.1,N
37.22622,-121.3023,347.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,300.9,7.1,N
37.22315,-121.24986,323.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.9,2.7,N
37.22267,-121.24171,328,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.7,8.8,N
37.22243,-121.23758,367,0.36,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,302.5,8.8,N
37.22218,-121.23328,341.2,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297.6,7.1,N
37.22192,-121.22887,345.9,0.36,0.57,8/20/20,906,1,VIIRS,n,2.0NRT,297.2,7.1,N
37.22166,-121.22462,367,0.36,0.57,8/20/20,906,1,VIIRS,h,2.0NRT,299.7,5.1,N
37.22142,-121.22045,343.4,0.36,0.57,8/20/20,906,1,VIIRS,n,2.0NRT,298.1,5.1,N
37.22594,-121.29749,318.7,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297.6,3.6,N
37.22291,-121.24579,314.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.9,2.7,N
37.22203,-121.32264,337,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294,18.3,N
37.22181,-121.31887,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,299.3,18.3,N
37.22159,-121.31502,350.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,307.3,27.7,N
37.22136,-121.311,353.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,299.9,27.7,N
37.22111,-121.30674,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,302.2,8.7,N
37.22084,-121.30195,326.2,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,297.5,8.7,N
37.21805,-121.2541,317,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296,5.5,N
37.21781,-121.25002,316.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.1,3.2,N
37.21758,-121.24605,315.6,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296,3.2,N
37.21599,-121.31106,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,297.3,27.7,N
37.21571,-121.30618,347.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,298.4,8.7,N
37.21293,-121.25819,322.1,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.7,5.5,N
37.21268,-121.25374,367,0.36,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,299.3,5.5,N
37.21542,-121.30105,312,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.8,8.7,N
37.21244,-121.24966,316.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296,3.2,N
37.21064,-121.31136,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,298.3,5.5,N
37.21035,-121.30618,328.7,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.7,2.7,N
37.20754,-121.2574,340.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.7,12.8,N
37.20729,-121.25298,367,0.36,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,305.4,12.8,N
37.20705,-121.24897,352.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,300.3,26.2,N
37.21091,-121.31611,317.3,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.4,5.5,N
37.21006,-121.30112,316.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.8,2.7,N
37.20781,-121.262,310,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.3,2.6,N
37.20243,-121.2616,327.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.3,2.6,N
37.20218,-121.25718,343.2,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.4,12.8,N
37.20193,-121.25292,367,0.36,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,298.8,12.8,N
37.20477,-121.30237,319.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.1,2.7,N
37.20288,-121.26952,309,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.7,3,N
37.20266,-121.26568,317.7,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.6,2.6,N
37.2244,-121.32618,323.8,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293.4,6.8,N
37.22414,-121.32226,349.8,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.4,6.8,N
37.2239,-121.31847,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,300.6,27.3,N
37.22366,-121.31472,349.4,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,308.7,27.3,N
37.22342,-121.31083,351.1,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,306.4,22.3,N
37.22315,-121.30667,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,301.3,22.3,N
37.22285,-121.30209,345.4,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,299.8,7.1,N
37.21951,-121.25014,320.3,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296,1.8,N
37.21925,-121.24615,320.3,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.3,5.4,N
37.21873,-121.23818,324.2,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.6,3.8,N
37.22465,-121.33015,310.6,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,294.3,2.5,N
37.22253,-121.297,312.9,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.4,7.1,N
37.21977,-121.25417,314.6,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.6,1.8,N
37.21806,-121.3111,346.5,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.2,22.3,N
37.21776,-121.30639,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,301.4,22.3,N
37.21833,-121.31533,304.8,0.37,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,293,27.3,N
37.21744,-121.30138,317.7,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.5,7.1,N
37.21468,-121.25829,311.2,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.5,4.2,N
37.2144,-121.25388,316.3,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296,1.8,N
37.21414,-121.24983,307.7,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,295.5,1.8,N
37.21269,-121.3111,367,0.37,0.58,8/20/20,906,1,VIIRS,h,2.0NRT,299.5,4.9,N
37.20929,-121.25771,333.8,0.36,0.58,8/20/20,906,1,VIIRS,n,2.0NRT,296.2,5.6,N
