datetime,date,time,Severity,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,forest_fire
1/19/20 3:00,1/19/20,3:00:00,0,2.911000013,80.0658493,0,935.5863647,67.80000305,9.726663589,5.31099987,5.710999966,0.374000013,0.361000001,N
1/19/20 6:00,1/19/20,6:00:00,0,4.160999775,50.79374313,0,935.7833252,44.40000153,10.19505692,4.511000156,5.660999775,0.370999992,0.361000001,N
1/19/20 9:00,1/19/20,9:00:00,0,4.761000156,50.01220322,0,934.4109497,36.60000229,8.496304512,4.111000061,5.511000156,0.368999988,0.361000001,N
1/19/20 12:00,1/19/20,12:00:00,0,6.160999775,45.90001678,0,933.4588013,34.80000305,11.24675941,3.861000061,5.460999966,0.370000005,0.361999989,N
1/19/20 15:00,1/19/20,15:00:00,0,6.210999966,47.13964462,0,933.1080322,40.80000305,9.585739136,4.111000061,5.31099987,0.368000001,0.361999989,N
1/19/20 18:00,1/19/20,18:00:00,0,9.811000824,46.61698914,0,934.0730591,33,10.70356941,5.861000061,5.361000061,0.368999988,0.361999989,N
1/19/20 21:00,1/19/20,21:00:00,0,12.26100063,42.46294403,0,933.1293945,47.40000153,4.334974289,8.461000443,5.910999775,0.372999996,0.361999989,N
1/20/20 0:00,1/20/20,0:00:00,0,9.511000633,54.79701996,0,931.149353,89.70000458,7.199999809,8.511000633,6.410999775,0.372999996,0.361000001,N
1/20/20 3:00,1/20/20,3:00:00,0,6.761000156,48.73284149,0,929.979248,53.70000458,6.409617424,6.81099987,6.710999966,0.372000009,0.361000001,N
1/20/20 6:00,1/20/20,6:00:00,0,12.51100063,21.95124626,0,931.460083,90.00000763,2.41495347,5.56099987,6.611000061,0.370000005,0.361000001,N
1/20/20 9:00,1/20/20,9:00:00,0,11.21100044,34.77447891,0,931.638916,88.80000305,3.319036007,5.660999775,6.511000156,0.368999988,0.361000001,N
1/20/20 12:00,1/20/20,12:00:00,0,9.361000061,45.64066696,0,929.4585571,37.80000305,6.519876957,5.410999775,6.410999775,0.367000014,0.360000014,N
1/20/20 15:00,1/20/20,15:00:00,0,9.211000443,46.95884323,0,930.055603,89.70000458,5.692099094,5.160999775,6.261000156,0.365999997,0.360000014,N
1/20/20 18:00,1/20/20,18:00:00,0,10.01100063,53.37381363,0,931.5684204,60.00000381,5.091168404,6.261000156,6.210999966,0.365999997,0.360000014,N
1/20/20 21:00,1/20/20,21:00:00,0,8.461000443,57.76757431,0,931.2097778,87,7.199999809,7.56099987,6.460999966,0.367000014,0.360000014,N
1/21/20 0:00,1/21/20,0:00:00,0,8.061000824,70.70956421,0.200000003,930.7269897,88.50000763,3.960000038,8.461000443,6.960999966,0.363000005,0.358999997,N
1/21/20 3:00,1/21/20,3:00:00,0,6.31099987,81.98618317,0,930.3035889,43.80000305,7.559999466,6.861000061,7.160999775,0.367000014,0.358999997,N
1/21/20 6:00,1/21/20,6:00:00,0,3.710999966,81.0539093,0,930.2577515,9.899999619,9.47012043,4.910999775,6.910999775,0.36500001,0.358999997,N
1/21/20 9:00,1/21/20,9:00:00,0,4.910999775,95.22665405,0,931.9890137,77.69999695,6.297428131,4.460999966,6.460999966,0.363999993,0.358999997,N
1/21/20 12:00,1/21/20,12:00:00,0,6.111000061,97.94868469,0,932.8040771,100,8.28782177,5.261000156,6.710999966,0.365999997,0.361999989,N
